subject	chain	generation	index	age	sex	group	rabbit	machine	scores	pre	post	chosen	chosenInput	useMachine	output	score	gameTime	IP_Hub_Country_Code	IP_Hub_ISP	IP_Hub_nonUSIP	IP_Hub_VPS	IP_Hub_recommend_block
249.0	4	6	3	60	Male	1	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1	5,3,5,5,5,3;10,3,10,10,5,3;15,6,13,15,10,6;18,4,18,20,10,4;16,2,23,20,10,2;21,7,26,25,15,5;21,7,26,25,20,8;24,5,26,30,20,6;24,5,26,30,20,4;24,8,26,30,25,7;29,11,29,35,30,5;32,14,32,40,30,8;32,17,37,40,35,6;35,15,42,40,35,9;40,13,47,40,40,12;43,18,45,40,45,15;48,23,45,45,45,18;53,28,50,50,50,16;56,26,55,55,55,19;61,31,60,60,60,22	equal	equal	2,1,5;3,4,0;1,0,4;2,4,3;0,1,2;2,0,3;0,1,3;2,3,4;4,5,2;0,1,3;1,0,5;2,1,3;2,0,5;5,4,0;3,2,0;4,5,2;0,2,5;1,2,4;3,4,1;0,2,4	0,0,0;0,1,0;0,0,0;0,1,0;1,1,0;0,0,0;0,0,0;0,1,0;0,0,0;0,1,0;1,1,0;1,1,1;1,0,0;1,0,1;0,1,1;0,0,1;0,1,0;1,1,1;1,1,0;1,1,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1	5,10,15,20,20,25,25,25,25,30,35,40,40,45,50,55,60,65,70,75	45,24,18,20,36,21,11,15,13,28,16,13,14,16,19,14,13,13,13,19	US	UUNET	0	0	0
250.0	4	6	4	33	Male	1	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0	5,3,5,5,5,3;10,3,10,10,5,3;15,6,13,15,10,6;18,4,18,20,10,4;16,2,23,20,10,2;21,7,26,25,15,5;21,7,26,25,20,8;24,5,26,30,20,6;24,5,26,30,20,4;24,8,26,30,25,7;29,11,29,35,30,5;32,14,32,40,30,8;32,17,37,40,35,6;35,15,42,40,35,9;40,13,47,40,40,12;43,18,45,40,45,15;48,23,45,45,45,18;53,28,50,50,50,16;56,26,55,55,55,19;61,31,60,60,60,22	equal	more	5,4,3;0,4,3;3,1,5;5,1,0;2,1,0;1,4,3;0,4,2;1,0,2;2,0,1;4,1,2;2,0,1;5,2,4;1,2,0;0,2,1;2,0,1;5,4,3;0,2,1;3,0,4;2,0,1;1,2,0	0,0,0;0,1,0;0,0,0;1,1,0;0,1,1;0,0,0;0,1,0;0,1,0;0,0,0;1,1,0;1,1,1;1,1,0;1,1,0;1,1,0;1,1,0;0,0,1;0,1,0;1,1,1;1,1,0;1,1,1	1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0	0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1	3,6,6,9,7,5,3,3,1,6,9,12,17,15,13,11,14,17,17,22	10,7,5,4,12,5,4,4,5,9,4,6,3,4,4,4,4,4,4,7	US	MTAONLINE-AS	0	0	0
251.0	4	6	5	32	Male	1	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1	5,3,5,5,5,3;10,3,10,10,5,3;15,6,13,15,10,6;18,4,18,20,10,4;16,2,23,20,10,2;21,7,26,25,15,5;21,7,26,25,20,8;24,5,26,30,20,6;24,5,26,30,20,4;24,8,26,30,25,7;29,11,29,35,30,5;32,14,32,40,30,8;32,17,37,40,35,6;35,15,42,40,35,9;40,13,47,40,40,12;43,18,45,40,45,15;48,23,45,45,45,18;53,28,50,50,50,16;56,26,55,55,55,19;61,31,60,60,60,22	more	equal	5,2,1;1,2,4;4,0,2;4,3,1;1,4,2;1,4,2;4,5,3;2,4,5;1,2,3;2,5,3;2,5,4;1,3,4;1,3,5;3,1,0;5,2,1;0,4,2;2,1,3;5,3,0;1,3,2;3,4,1	0,0,0;1,0,1;0,0,0;1,0,1;1,1,0;0,0,0;1,1,0;0,0,0;0,0,0;0,1,0;1,0,1;1,1,0;1,0,0;0,0,1;1,1,0;0,0,1;1,0,0;0,1,1;0,1,1;1,1,1	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0	1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1	-2,1,4,2,0,3,6,4,7,10,13,11,14,17,20,23,21,24,27,32	38,17,18,12,27,18,10,8,8,9,6,16,7,8,8,10,5,6,8,10	US	CABLE-NET-1	0	0	0
252.0	4	7	0	38	Male	0	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0	5,0,-2,5,3,-2;10,5,1,10,6,1;15,10,-1,15,6,4;20,15,2,20,9,2;25,20,0,20,7,0;30,25,3,25,5,3;30,25,6,25,3,6;30,25,4,25,3,4;30,25,2,25,1,7;30,25,5,30,6,10;30,30,3,35,9,13;30,33,6,40,12,11;35,38,4,40,17,14;35,43,7,45,15,17;40,43,5,50,13,20;45,48,3,55,11,23;50,53,1,60,14,21;55,53,4,65,17,24;60,53,2,70,17,27;60,58,5,75,22,32	equal	less	5,2,3;1,4,0;5,1,3;5,0,3;5,1,3;0,3,5;1,2,3;2,5,3;2,5,0;3,2,5;1,4,3;0,1,2;4,3,0;3,5,4;5,4,0;4,2,0;3,4,1;0,2,1;3,5,4;5,4,3	1,1,0;0,0,0;0,0,0;1,0,0;1,0,1;0,0,0;0,1,0;0,0,0;0,1,0;1,1,1;1,1,1;0,1,1;1,0,1;1,1,0;1,0,1;1,1,0;0,0,0;1,1,0;1,1,0;1,1,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0	0,0,5,5,5,5,10,15,15,15,15,15,20,20,25,25,30,35,35,35	24,14,9,5,9,8,5,4,4,10,5,6,4,4,6,4,4,4,4,6	US	BVU-2	0	0	0
253.0	4	7	1	39	Male	0	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1	5,0,-2,5,3,-2;10,5,1,10,6,1;15,10,-1,15,6,4;20,15,2,20,9,2;25,20,0,20,7,0;30,25,3,25,5,3;30,25,6,25,3,6;30,25,4,25,3,4;30,25,2,25,1,7;30,25,5,30,6,10;30,30,3,35,9,13;30,33,6,40,12,11;35,38,4,40,17,14;35,43,7,45,15,17;40,43,5,50,13,20;45,48,3,55,11,23;50,53,1,60,14,21;55,53,4,65,17,24;60,53,2,70,17,27;60,58,5,75,22,32	more	idk	2,1,0;3,5,4;1,2,0;4,0,1;5,1,3;0,1,2;5,4,3;3,5,4;0,2,1;5,4,3;0,1,3;5,4,3;1,2,0;5,4,3;3,4,5;5,4,3;2,0,1;4,3,5;3,5,4;1,2,0	1,1,0;0,0,0;0,1,0;0,0,0;1,0,1;0,0,0;1,0,0;0,0,0;0,0,0;1,1,1;0,1,1;0,1,1;1,0,1;1,0,1;1,0,1;0,1,0;1,0,0;1,1,1;1,1,0;1,1,0	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1	0,-2,-2,3,8,13,18,23,28,28,28,33,38,38,43,43,43,43,43,48	66,30,19,19,29,18,11,10,9,17,10,8,8,8,18,10,10,7,9,11	CL	ASDETUK	1	1	1
254.0	4	7	2	25	Female	0	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1	5,0,-2,5,3,-2;10,5,1,10,6,1;15,10,-1,15,6,4;20,15,2,20,9,2;25,20,0,20,7,0;30,25,3,25,5,3;30,25,6,25,3,6;30,25,4,25,3,4;30,25,2,25,1,7;30,25,5,30,6,10;30,30,3,35,9,13;30,33,6,40,12,11;35,38,4,40,17,14;35,43,7,45,15,17;40,43,5,50,13,20;45,48,3,55,11,23;50,53,1,60,14,21;55,53,4,65,17,24;60,53,2,70,17,27;60,58,5,75,22,32	equal	equal	0,4,1;1,2,0;3,2,4;4,0,5;1,5,4;2,5,0;2,3,4;1,3,4;2,5,1;2,4,5;3,5,2;3,1,2;0,5,2;5,2,0;4,1,0;4,0,5;2,4,1;0,1,2;4,1,5;5,4,0	0,0,1;0,0,0;0,1,1;0,0,1;0,1,1;0,0,0;1,0,0;0,0,0;0,1,0;1,1,1;1,1,0;1,1,1;1,1,0;1,1,0;0,0,1;1,0,0;1,0,0;1,0,1;0,0,1;1,1,0	1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1	0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0	3,6,4,7,10,13,16,16,19,22,20,18,16,16,19,22,20,18,21,19	12,5,6,8,5,6,6,5,7,6,11,38,4,4,6,5,5,4,6,5	US	Private or unnanounced IP	0	0	0
255.0	4	7	3	49	Male	1	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0	5,0,-2,5,3,-2;10,5,1,10,6,1;15,10,-1,15,6,4;20,15,2,20,9,2;25,20,0,20,7,0;30,25,3,25,5,3;30,25,6,25,3,6;30,25,4,25,3,4;30,25,2,25,1,7;30,25,5,30,6,10;30,30,3,35,9,13;30,33,6,40,12,11;35,38,4,40,17,14;35,43,7,45,15,17;40,43,5,50,13,20;45,48,3,55,11,23;50,53,1,60,14,21;55,53,4,65,17,24;60,53,2,70,17,27;60,58,5,75,22,32	equal	equal	1,5,0;5,2,4;1,4,2;2,5,1;1,4,2;2,5,0;2,5,0;3,1,4;1,4,0;1,3,2;0,3,1;1,4,3;0,5,2;0,5,2;0,3,2;0,3,1;1,5,2;0,3,1;2,5,0;0,3,2	1,1,0;0,0,0;0,1,1;0,1,0;0,1,1;0,0,0;1,1,0;0,0,0;0,0,0;0,1,1;0,1,1;1,1,1;1,1,0;0,1,1;1,1,0;0,0,0;0,1,1;1,1,0;0,1,1;0,1,1	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0	-2,1,4,7,10,8,6,9,12,10,8,11,14,17,20,23,26,29,32,30	34,22,11,7,17,13,6,11,7,8,6,21,6,6,6,8,5,6,5,7	US	COMCAST-7922	0	0	0
256.0	4	7	4	30	Male	1	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1	5,0,-2,5,3,-2;10,5,1,10,6,1;15,10,-1,15,6,4;20,15,2,20,9,2;25,20,0,20,7,0;30,25,3,25,5,3;30,25,6,25,3,6;30,25,4,25,3,4;30,25,2,25,1,7;30,25,5,30,6,10;30,30,3,35,9,13;30,33,6,40,12,11;35,38,4,40,17,14;35,43,7,45,15,17;40,43,5,50,13,20;45,48,3,55,11,23;50,53,1,60,14,21;55,53,4,65,17,24;60,53,2,70,17,27;60,58,5,75,22,32	more	less	5,1,3;4,5,1;4,3,5;0,1,2;4,5,2;5,1,0;3,5,2;4,5,3;0,2,1;5,2,1;3,5,4;3,5,1;4,3,5;2,1,4;3,5,2;3,5,2;5,3,4;0,1,5;5,3,4;1,0,2	1,1,0;0,0,0;1,0,0;0,0,0;1,1,1;0,0,0;0,1,1;0,0,0;0,0,0;1,1,0;1,1,1;1,0,1;1,0,1;1,1,0;1,1,0;0,0,1;1,0,0;1,0,1;1,1,0;1,0,1	0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0	0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1	5,10,15,18,23,21,26,26,24,24,27,32,35,40,45,43,43,46,51,56	26,18,13,15,22,16,13,11,8,14,11,10,9,11,10,8,7,8,7,9	US	ATT-INTERNET4	0	0	0
257.0	4	7	5	36	Female	1	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1	5,0,-2,5,3,-2;10,5,1,10,6,1;15,10,-1,15,6,4;20,15,2,20,9,2;25,20,0,20,7,0;30,25,3,25,5,3;30,25,6,25,3,6;30,25,4,25,3,4;30,25,2,25,1,7;30,25,5,30,6,10;30,30,3,35,9,13;30,33,6,40,12,11;35,38,4,40,17,14;35,43,7,45,15,17;40,43,5,50,13,20;45,48,3,55,11,23;50,53,1,60,14,21;55,53,4,65,17,24;60,53,2,70,17,27;60,58,5,75,22,32	equal	equal	3,0,4;2,5,1;5,2,3;0,4,2;2,3,1;3,1,4;2,1,5;4,0,5;0,3,2;1,5,0;1,3,0;2,3,0;4,2,5;3,2,4;0,4,1;2,5,0;5,1,4;2,1,0;2,5,0;3,4,5	0,0,0;0,0,0;0,1,0;0,0,0;1,1,0;0,0,1;1,0,1;0,0,0;0,0,0;0,1,0;1,1,0;1,1,0;1,0,1;1,1,0;1,0,0;1,0,0;1,0,0;1,0,1;0,1,1;1,1,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1	5,10,15,20,25,30,30,30,30,30,35,40,45,50,55,60,65,70,75,80	23,7,7,6,19,4,6,5,5,15,5,4,4,4,9,4,5,4,4,6	EG	Vodafone-	1	0	1
258.0	4	8	0	43	Female	0	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0	0,0,3,-2,5,5;0,-2,6,1,10,10;5,-2,4,4,15,15;5,3,7,7,18,20;5,8,10,10,23,25;5,13,13,8,21,30;10,18,16,6,26,30;15,23,16,9,26,30;15,28,19,12,24,30;15,28,22,10,24,30;15,28,20,8,27,35;15,33,18,11,32,40;20,38,16,14,35,45;20,38,16,17,40,50;25,43,19,20,45,55;25,43,22,23,43,60;30,43,20,26,43,65;35,43,18,29,46,70;35,43,21,32,51,75;35,48,19,30,56,80	equal	idk	1,3,2;5,3,4;0,3,2;1,2,0;5,1,4;1,3,5;1,4,2;5,4,3;4,2,0;4,5,1;0,2,4;4,3,1;4,3,5;1,2,3;2,0,4;5,3,1;1,0,2;3,4,1;1,2,0;3,4,1	1,1,0;0,0,0;0,0,1;0,0,1;0,0,0;0,1,0;1,1,1;0,0,1;0,1,0;0,0,0;0,0,1;1,1,1;1,1,1;0,0,1;1,1,1;0,0,1;1,0,1;1,1,0;0,1,0;0,1,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,10,15,20,25,30,30,30,30,30,30,30,30,30,30,35,40,40,40,40	33,14,11,9,19,10,9,10,7,8,7,7,6,6,11,6,6,7,6,7	US	ATT-INTERNET4	0	0	0
259.0	4	8	1	56	Male	0	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1	0,0,3,-2,5,5;0,-2,6,1,10,10;5,-2,4,4,15,15;5,3,7,7,18,20;5,8,10,10,23,25;5,13,13,8,21,30;10,18,16,6,26,30;15,23,16,9,26,30;15,28,19,12,24,30;15,28,22,10,24,30;15,28,20,8,27,35;15,33,18,11,32,40;20,38,16,14,35,45;20,38,16,17,40,50;25,43,19,20,45,55;25,43,22,23,43,60;30,43,20,26,43,65;35,43,18,29,46,70;35,43,21,32,51,75;35,48,19,30,56,80	equal	equal	1,0,3;2,0,3;0,2,4;0,1,5;0,1,5;1,0,5;2,0,4;2,0,5;0,1,3;0,1,4;1,0,3;1,0,3;1,2,5;1,2,4;1,2,4;2,0,5;0,2,3;0,1,3;0,2,3;2,0,5	1,1,1;0,1,0;0,1,0;1,0,0;1,0,0;0,1,0;1,1,1;0,1,0;0,1,1;0,0,0;0,0,0;1,0,1;1,0,1;0,0,1;1,1,1;0,1,0;0,1,0;1,0,1;0,1,1;0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0	0,5,10,15,20,25,30,30,35,35,35,40,45,45,50,55,60,65,70,70	26,10,9,8,26,7,9,6,9,15,8,7,7,6,10,7,6,6,6,12	US	CHARTER-20115	0	0	0
260.0	4	8	2	24	Female	0	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0	0,0,3,-2,5,5;0,-2,6,1,10,10;5,-2,4,4,15,15;5,3,7,7,18,20;5,8,10,10,23,25;5,13,13,8,21,30;10,18,16,6,26,30;15,23,16,9,26,30;15,28,19,12,24,30;15,28,22,10,24,30;15,28,20,8,27,35;15,33,18,11,32,40;20,38,16,14,35,45;20,38,16,17,40,50;25,43,19,20,45,55;25,43,22,23,43,60;30,43,20,26,43,65;35,43,18,29,46,70;35,43,21,32,51,75;35,48,19,30,56,80	equal	equal	1,3,0;1,0,2;5,4,3;3,4,0;1,4,0;2,1,0;4,5,3;1,2,3;2,1,5;3,4,5;0,1,2;5,4,3;2,0,5;2,0,5;4,5,1;0,2,1;3,4,5;0,2,4;3,5,0;1,0,2	1,1,1;1,1,0;0,0,0;0,0,1;0,0,1;0,0,1;1,0,0;1,0,1;1,1,0;0,0,0;0,0,0;1,1,1;0,1,1;0,0,1;1,1,1;1,0,1;0,1,0;1,0,1;1,1,0;1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1	0,5,10,10,10,10,15,20,25,25,25,30,30,35,40,45,45,45,45,50	18,9,13,12,22,7,6,12,12,28,6,6,8,7,29,9,8,10,9,17	US	GCI	0	0	0
261.0	4	8	3	30	Male	1	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1	0,0,3,-2,5,5;0,-2,6,1,10,10;5,-2,4,4,15,15;5,3,7,7,18,20;5,8,10,10,23,25;5,13,13,8,21,30;10,18,16,6,26,30;15,23,16,9,26,30;15,28,19,12,24,30;15,28,22,10,24,30;15,28,20,8,27,35;15,33,18,11,32,40;20,38,16,14,35,45;20,38,16,17,40,50;25,43,19,20,45,55;25,43,22,23,43,60;30,43,20,26,43,65;35,43,18,29,46,70;35,43,21,32,51,75;35,48,19,30,56,80	more	more	0,1,3;3,4,2;2,1,0;2,0,1;2,1,0;4,5,3;3,5,4;3,5,4;4,3,5;5,3,4;0,1,2;5,4,3;3,5,4;5,4,3;3,4,5;3,4,5;4,3,5;4,3,5;4,5,3;3,4,5	1,1,1;0,0,0;1,1,0;0,1,0;0,0,1;1,0,1;0,0,1;1,0,0;0,1,0;0,0,0;0,0,0;1,1,1;1,1,1;1,1,1;1,1,1;0,1,0;1,0,0;1,1,1;1,1,1;0,1,1	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1	5,5,10,10,10,10,10,10,10,8,13,18,23,28,33,38,43,48,53,58	21,9,7,5,9,6,4,4,5,11,7,4,3,3,8,4,3,4,3,6	US	ASN-CXA-ALL-CCI-22773-RDC	0	0	0
262.0	4	8	4	70	Male	1	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1	0,0,3,-2,5,5;0,-2,6,1,10,10;5,-2,4,4,15,15;5,3,7,7,18,20;5,8,10,10,23,25;5,13,13,8,21,30;10,18,16,6,26,30;15,23,16,9,26,30;15,28,19,12,24,30;15,28,22,10,24,30;15,28,20,8,27,35;15,33,18,11,32,40;20,38,16,14,35,45;20,38,16,17,40,50;25,43,19,20,45,55;25,43,22,23,43,60;30,43,20,26,43,65;35,43,18,29,46,70;35,43,21,32,51,75;35,48,19,30,56,80	more	idk	5,3,4;0,2,1;5,3,4;3,2,0;2,1,5;2,4,1;5,2,4;1,0,4;3,5,4;1,3,4;2,0,1;4,0,1;5,4,2;4,3,5;0,1,2;1,3,5;2,0,1;5,3,4;1,2,0;0,2,3	0,1,0;1,0,1;0,0,0;0,0,1;0,0,0;0,1,0;0,1,1;1,1,0;1,0,0;0,0,0;0,0,0;1,0,1;1,1,0;1,1,1;1,1,1;1,0,0;1,0,1;1,1,1;0,1,0;0,0,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1	-2,1,-1,-3,0,3,6,9,12,10,8,6,9,12,10,13,16,14,17,20	26,19,14,17,17,12,12,11,12,12,9,9,8,8,10,10,8,10,8,10	US	BELLSOUTH-NET-BLK	0	0	0
263.0	4	8	5	30	Male	1	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0	0,0,3,-2,5,5;0,-2,6,1,10,10;5,-2,4,4,15,15;5,3,7,7,18,20;5,8,10,10,23,25;5,13,13,8,21,30;10,18,16,6,26,30;15,23,16,9,26,30;15,28,19,12,24,30;15,28,22,10,24,30;15,28,20,8,27,35;15,33,18,11,32,40;20,38,16,14,35,45;20,38,16,17,40,50;25,43,19,20,45,55;25,43,22,23,43,60;30,43,20,26,43,65;35,43,18,29,46,70;35,43,21,32,51,75;35,48,19,30,56,80	equal	equal	5,3,0;4,1,5;0,2,1;3,2,0;1,3,0;2,3,1;2,5,1;0,4,5;5,4,3;2,0,1;5,0,3;1,2,5;1,0,3;2,4,0;1,4,3;4,5,2;4,2,0;3,4,2;2,1,4;5,3,1	0,1,1;0,1,0;0,1,1;0,0,1;0,0,1;0,1,0;1,0,1;1,0,0;0,0,1;1,0,0;1,0,0;1,0,1;1,1,1;0,1,0;1,1,1;1,0,0;1,1,0;1,1,0;1,0,1;1,0,1	0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1	1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0	0,0,0,5,5,3,6,11,14,17,20,25,23,26,24,27,25,28,31,29	425,14,19,14,28,22,15,11,12,11,13,12,13,13,15,11,14,15,13,11	US	MONTICELLO	0	0	0
264.0	4	9	0	28	Female	0	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1	5,0,0,5,-2,0;10,5,5,5,1,0;15,10,10,10,-1,0;20,15,10,10,-3,5;25,20,10,10,0,5;30,25,10,10,3,3;30,30,15,10,6,6;30,30,20,10,9,11;30,35,25,10,12,14;30,35,25,8,10,17;30,35,25,13,8,20;30,40,30,18,6,25;30,45,30,23,9,23;30,45,35,28,12,26;30,50,40,33,10,24;35,55,45,38,13,27;40,60,45,43,16,25;40,65,45,48,14,28;40,70,45,53,17,31;40,70,50,58,20,29	equal	equal	0,1,2;2,0,1;0,1,2;2,1,0;1,0,2;1,2,0;3,5,4;1,0,2;1,0,2;1,2,0;1,2,0;1,2,0;2,1,0;2,0,1;0,1,2;0,2,1;2,1,0;0,1,2;1,0,2;2,1,0	0,1,1;0,0,0;0,0,0;1,0,0;0,0,1;0,1,0;0,1,1;0,0,1;1,0,1;0,0,0;0,0,0;1,1,0;0,1,0;1,0,0;0,1,1;0,0,0;1,0,0;0,1,0;1,0,0;1,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	3,8,13,18,23,28,28,28,28,28,28,28,28,28,28,33,38,38,38,38	43,15,21,18,12,19,9,6,8,7,7,7,6,20,7,7,10,6,6,8	US	HVC-AS	0	1	1
265.0	4	9	1	31	Male	0	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1	5,0,0,5,-2,0;10,5,5,5,1,0;15,10,10,10,-1,0;20,15,10,10,-3,5;25,20,10,10,0,5;30,25,10,10,3,3;30,30,15,10,6,6;30,30,20,10,9,11;30,35,25,10,12,14;30,35,25,8,10,17;30,35,25,13,8,20;30,40,30,18,6,25;30,45,30,23,9,23;30,45,35,28,12,26;30,50,40,33,10,24;35,55,45,38,13,27;40,60,45,43,16,25;40,65,45,48,14,28;40,70,45,53,17,31;40,70,50,58,20,29	equal	equal	0,5,2;5,1,3;1,0,3;4,3,1;2,1,0;5,4,2;2,4,1;4,1,2;4,3,5;0,1,2;4,0,5;4,5,1;4,1,3;2,0,3;5,2,0;5,3,2;5,1,4;0,2,3;5,4,3;1,0,2	0,1,1;1,0,1;0,0,0;1,1,0;1,0,0;1,0,1;1,1,1;1,0,1;1,0,1;0,0,0;0,0,1;0,1,1;1,1,1;1,0,1;0,1,0;0,0,0;1,0,0;0,0,1;1,1,1;0,0,1	0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0	1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0	0,0,5,5,10,10,15,20,25,25,28,31,36,41,41,44,49,49,54,54	42,16,9,10,24,10,7,8,7,18,11,7,6,6,13,7,5,6,5,13	US	COMCAST-7922	0	0	0
266.0	4	9	2	24	Female	0	0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1	0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0	5,0,0,5,-2,0;10,5,5,5,1,0;15,10,10,10,-1,0;20,15,10,10,-3,5;25,20,10,10,0,5;30,25,10,10,3,3;30,30,15,10,6,6;30,30,20,10,9,11;30,35,25,10,12,14;30,35,25,8,10,17;30,35,25,13,8,20;30,40,30,18,6,25;30,45,30,23,9,23;30,45,35,28,12,26;30,50,40,33,10,24;35,55,45,38,13,27;40,60,45,43,16,25;40,65,45,48,14,28;40,70,45,53,17,31;40,70,50,58,20,29	idk	idk	0,2,1;2,0,1;1,2,0;3,4,5;0,1,2;2,1,0;2,1,0;5,3,4;1,2,0;5,4,3;5,4,3;1,0,2;0,2,1;3,5,4;5,3,4;2,0,1;0,1,2;5,4,3;0,1,2;1,2,0	0,1,1;0,0,0;0,0,0;1,1,0;0,0,1;1,0,0;1,1,0;1,0,1;1,1,0;1,0,0;1,0,1;1,0,1;0,0,1;1,1,1;0,1,0;0,0,0;0,0,1;1,0,1;0,1,0;0,1,0	0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0	5,8,11,9,12,15,18,21,24,27,30,33,36,34,32,35,33,36,34,32	42,23,13,16,45,26,11,11,10,14,10,9,8,13,8,10,9,9,10,19	CA	TOTAL-SERVER-SOLUTIONS	1	1	1
